"year","album_name","artist_name_1","n_moods","n_pairs","novel_pairs","pagerank","n_origins","n_followers"
2005,"Gods & Gangsters","Self Scientific",13,78,0,0.000127892954213055,1,0
2005,"Hood Reality","Dem Hoodstarz",14,91,0,0.000127892954213055,3,0
2005,"Hoodlum Rock, Vol. 1","El Pus",14,91,0,0.000127892954213055,4,0
2005,"It's Not a Game","Layzie Bone",19,171,0,0.000127892954213055,1,0
2005,"La Moda","Yaga & Mackie",10,45,0,0.000127892954213055,6,0
2005,"LateNightTales","Four Tet",16,120,33,0.000955673248948795,13,11
2005,"Legends","Bun B",13,78,0,0.000469882649542683,9,11
2005,"Let's Get It: Thug Motivation 101","Young Jeezy",19,171,0,0.0002795161475476,16,7
2005,"Loco Motive","Cowboy Troy",8,28,0,0.000127892954213055,7,0
2005,"Lyrical Octane: Tha Gas Effect","T-Nutty",18,153,0,0.000127892954213055,1,0
2005,"Mind.State","Pete Philly & Perquisite",11,55,3,0.000127892954213055,3,0
2005,"Molesting Hip Hop","Majik Most",13,78,3,0.000127892954213055,4,0
2005,"Monkey Barz","Sean Price",17,136,0,0.00015507020698333,12,1
2005,"More Than One Way","Fokis",15,105,0,0.000127892954213055,3,0
2005,"Mr. Kane, Pt. 2","Kokane",8,28,0,0.000127892954213055,4,0
2005,"Over the Counter Culture","Songodsuns",14,91,0,0.000127892954213055,5,0
2005,"Pa'l Mundo","Wisin & Yandel",11,55,0,0.000272838302321185,12,2
2005,"Peer Pressure","D-Block",11,55,0,0.000127892954213055,7,0
2005,"Player's Paradise","Nitty",19,171,0,0.000127892954213055,3,0
2005,"Poor People's Day","Bigg Jus",9,36,0,0.000164129291240088,1,1
2005,"Push Comes to Shove","MED",7,21,0,0.000127892954213055,2,0
2005,"Reprogram","Boom Bap Project",9,36,0,0.000127892954213055,2,0
2005,"Rookie of the Year","Ya Boy",13,78,0,0.000127892954213055,3,0
2005,"S.O.N.O.G.R.A.M.","One Be Lo",19,171,0,0.000127892954213055,7,0
2005,"Safe as Fuck","Goldie Lookin Chain",4,6,3,0.000127892954213055,4,0
2005,"Savage Life","Webbie",14,91,0,0.000127892954213055,20,0
2005,"Sloppy Seconds, Vol. 2","CunninLynguists",9,36,0,0.000127892954213055,5,0
2005,"Sound of the City","Black Milk",10,45,0,0.000252131824020024,12,2
2005,"Soundvision: In Stereo","Lawless Element",9,36,0,0.000127892954213055,4,0
2005,"Spring/Summer: Master Katalogue, Edition 1 2005 - Detroit's Finest","Phat Kat",8,28,0,0.000127892954213055,6,0
2005,"Straight Out da Pot","Maceo",6,15,0,0.000127892954213055,5,0
2005,"Straight to the Pros","Chrome",8,28,0,0.000127892954213055,1,0
2005,"Street Code","Lil' Boosie",8,28,0,0.000234756403822798,1,3
2005,"Surrounded by Silence","Prefuse 73",15,105,1,0.00169489452430026,9,20
2005,"Thanks For Asking","ApSci",7,21,0,0.000127892954213055,3,0
2005,"That One Way","Czar*Nok",17,136,0,0.000127892954213055,1,0
2005,"The Black Market Militia","Black Market Militia",16,120,0,0.000127892954213055,1,0
2005,"The Bone Brothers","The Bone Brothers",14,91,0,0.000127892954213055,1,0
2005,"The Documentary","The Game",16,120,0,0.000250539621332472,29,6
2005,"The Dutch Masters, Vol. 1","Nicolay",8,28,0,0.000127892954213055,3,0
2005,"The Find","Ohmega Watts",9,36,0,0.000127892954213055,6,0
2005,"The Hip-Hop Violinist","Miri Ben-Ari",12,66,1,0.000127892954213055,4,0
2005,"The Likwit Junkies","Likwit Junkies",12,66,7,0.000127892954213055,1,0
2005,"The Mix Tape Messiah","Chamillionaire",21,210,0,0.000134287601923708,18,1
2005,"The Now Sound Redesigned","The Free Design",10,45,4,0.00158757019964012,7,13
2005,"The Pitbulls","Alexis & Fido",11,55,0,0.000127892954213055,3,0
2005,"The Preview","Grafh",6,15,0,0.000127892954213055,6,0
2005,"The Purple Album","Purple City",10,45,0,0.000127892954213055,7,0
2005,"The Return of the Prodigal Sunn","Prodigal Sunn",8,28,0,0.000127892954213055,1,0
2005,"The Rising Tied","Fort Minor",12,66,2,0.000127892954213055,1,0
2005,"The Sweet James Jones Stories","Pimp C",13,78,0,0.00126947778818108,8,27
2005,"Thoughts of a Predicate Felon","Tony Yayo",16,120,0,0.000127892954213055,3,0
2005,"Three Piece Puzzle","Jneiro Jarel",11,55,1,0.000127892954213055,4,0
2005,"Thug Matrix","Tragedy Khadafi",11,55,0,0.000149634756429275,2,1
2005,"Trap House","Gucci Mane",8,28,0,0.00069112395019316,17,13
2005,"Trillville: Reloaded","Trillville",9,36,0,0.000152481897195685,8,2
2005,"Triple P","Platinum Pied Pipers",17,136,21,0.000127892954213055,6,0
2005,"When Pigs Fly","The Chicharones",15,105,3,0.000127892954213055,5,0
2005,"You Can't See Me","John Cena",17,136,0,0.000127892954213055,7,0
2006,"1983","Flying Lotus",12,66,2,0.000923280551956416,7,12
2006,"5 Sparrows for 2 Cents","The Procussions",20,190,3,0.000127892954213055,4,0
2006,"A New Dope","7L & Esoteric",12,66,0,0.000127892954213055,4,0
2006,"Acafool","Acafool",17,136,2,0.000127892954213055,3,0
2006,"Across the Water","Baby Boy da Prince",14,91,0,0.000127892954213055,1,0
2006,"All Flows from Da Garage","Rapid Ric",14,91,0,0.000127892954213055,1,0
2006,"All Questions Answered","Roc C.",11,55,0,0.000127892954213055,2,0
2006,"Alter Ego","Tyrese",16,120,9,0.000236601965294153,6,1
2006,"American Hunger","MF Grimm",12,66,0,0.000127892954213055,1,0
2006,"American Me","C.L. Smooth",12,66,0,0.000127892954213055,2,0
2006,"Antidote","Smiley the Ghetto Child",12,66,0,0.000127892954213055,1,0
2006,"Are Smartyr","2Mex",11,55,0,0.000127892954213055,3,0
2006,"As If We Existed","Sol.illaquists of Sound",11,55,0,0.000127892954213055,2,0
2006,"Beat'n Down Yo Block","Unk",12,66,0,0.000127892954213055,12,0
2006,"Believe the Hype","Asher Roth",19,171,1,0.000127892954213055,9,0
2006,"Best Thang Smokin'","Young Dro",16,120,0,0.000164129291240088,3,2
2006,"Birdy Nam Nam","Birdy Nam Nam",12,66,3,0.000127892954213055,1,0
2006,"Blood in Blood Out","AMB",7,21,0,0.000127892954213055,1,0
2006,"Blue Collar","Rhymefest",19,171,1,0.000127892954213055,14,0
2006,"Breaking Kayfabe","Cadence Weapon",10,45,0,0.000127892954213055,15,0
2006,"Brown Is Beautiful","Ms Krazie",17,136,0,0.000127892954213055,3,0
2006,"Cash on Delivery","Ray Cash",17,136,0,0.000127892954213055,9,0
2006,"Danger Zone","Lord Kossity",18,153,0,0.000127892954213055,3,0
2006,"Danny Krivit Introduces P&P Records","Danny Krivit",17,136,14,0.000236601965294153,3,1
2006,"Dead Prez Presents... Confidential","M-1",17,136,0,0.000127892954213055,5,0
2006,"Donuts","J Dilla",17,136,17,0.00235558432968415,12,44
2006,"Drank Epidemic, Vol. 2","Killa Kyleon",25,300,5,0.000127892954213055,1,0
2006,"Dream, Interrupted","Daniel Swain",11,55,0,0.000127892954213055,6,0
2006,"El Mariel","Pitbull",19,171,5,0.000127892954213055,11,0
2006,"Eye Level","Now On",10,45,0,0.000127892954213055,1,0
2006,"Fabric 26","Global Communication",14,91,1,0.000236601965294153,6,1
2006,"FEWturistic","Brassmunk",18,153,0,0.000127892954213055,1,0
2006,"Food & Liquor","Lupe Fiasco",19,171,1,0.000204469393435432,19,2
2006,"Foot in the Door","Oddisee",10,45,0,0.000127892954213055,4,0
2006,"For the Hell of It","Hell Rell",14,91,0,0.000127892954213055,7,0
2006,"From the Soil to the Soul","Tommy Guerrero",12,66,2,0.000127892954213055,4,0
2006,"Gare au Jaguarr","Joeystarr",15,105,0,0.000127892954213055,3,0
2006,"Hood Politics, Vol. 4: Show and Prove","Termanology",12,66,0,0.000127892954213055,5,0
2006,"Huecco","Huecco",16,120,1,0.000127892954213055,4,0
2006,"If They Only Knew","Trip Lee",15,105,6,0.000127892954213055,7,0
2006,"In Deux Time","Deux Process",14,91,0,0.000127892954213055,1,0
2006,"In My Mind","Pharrell Williams",25,300,3,0.000690803614034213,11,13
2006,"It Goes Without Sayin","Trilltown Mafia",12,66,0,0.000127892954213055,1,0
2006,"Jahir & the Experiment","Jahir & The Experiment",7,21,0,0.000127892954213055,10,0
2006,"Keep on Moving","ESG",13,78,19,0.00157946106424476,7,15
2006,"Late Pass","Raydar Ellis",10,45,0,0.000127892954213055,6,0
2006,"Listennn: The Album","DJ Khaled",12,66,0,0.000182247459753604,3,1
2006,"Live This","Footsoldiers",29,406,27,0.000127892954213055,2,0
2006,"Los Rompe Discotekas","Hector el Father",13,78,0,0.000687967251188648,5,7
2006,"Ma'at Mama","Ursula Rucker",17,136,3,0.000290956470834701,4,2
2006,"Magic City","MC Magic",9,36,0,0.000127892954213055,4,0
2006,"Marc Mac Presents: Dirty Old Hip Hop","Visioneers",15,105,13,0.000127892954213055,4,0
2006,"Más Grande Que Tu","Miguelito",21,210,10,0.000127892954213055,1,0
2006,"Masterpiece","RKM & Ken-Y",10,45,0,0.000127892954213055,3,0
2006,"Moonlighting","Tanya Morgan",9,36,0,0.000127892954213055,5,0
2006,"Move the Crowd Mixtape","Truth Universal",13,78,0,0.000127892954213055,8,0
2006,"Mr. Brown","Sleepy Brown",12,66,1,0.000127892954213055,7,0
2006,"My World","Ron Artest",8,28,0,0.000127892954213055,3,0
2006,"New Joc City","Yung Joc",13,78,0,0.000486291096351688,10,9
2006,"Night Ripper","Girl Talk",15,105,0,0.000127892954213055,15,0
2006,"Pigeon John and the Summertime Pool Party","Pigeon John",11,55,3,0.000127892954213055,4,0
2006,"Port of Miami","Rick Ross",18,153,0,0.000157026969182789,11,1
2006,"Public Warning","Lady Sovereign",26,325,11,0.000203989261969823,12,3
2006,"Salsa con Reggaetón","Andy Montañez",18,153,4,0.000258964381392873,2,2
2006,"School Was My Hustle","Kidz in the Hall",14,91,0,0.000127892954213055,10,0
2006,"Shine Through","Aloe Blacc",13,78,1,0.000127892954213055,10,0
2006,"Sidewalk Mindtalk: The Best of the Custom Made Mixtapes","Custom Made",18,153,0,0.000127892954213055,2,0
2006,"Slapp Addict","Traxamillion",8,28,0,0.000164129291240088,4,1
2006,"Soft Money","Jel",13,78,2,0.000127892954213055,3,0
2006,"Soy Diferente","India",4,6,0,0.000127892954213055,2,0
2006,"St. Elsewhere","Gnarls Barkley",20,190,18,0.00040376924708411,18,3
2006,"Straight Outta Humboldt","Potluck",14,91,0,0.000127892954213055,13,0
2006,"Strategize: The Mixtape Album [#1]","Shabaam Sahdeeq",19,171,0,0.000127892954213055,1,0
2006,"Symptomatic of a Greater Ill","Darc Mind",12,66,3,0.000127892954213055,4,0
2006,"Terrain to Roam","Subtitle",11,55,2,0.000127892954213055,4,0
2006,"The Best of Papoose: The Mixtape","Papoose",8,28,0,0.000127892954213055,6,0
2006,"The Death of Frequent Flyer","Psalm One",11,55,0,0.000127892954213055,4,0
2006,"The Death of Willie Lynch","Black Ice",21,210,4,0.000127892954213055,2,0
2006,"The Dusty Foot Philosopher","K'NAAN",11,55,0,0.000127892954213055,7,0
2006,"The Dutchess","Fergie",18,153,1,0.000210060370957021,6,3
2006,"The Gang Is All Here","State Property",18,153,2,0.000127892954213055,1,0
2006,"The Graduate","MC Lars",19,171,0,0.000127892954213055,12,0
2006,"The Gunslinger","B Real",9,36,0,0.000613883829158147,10,7
2006,"The Hard Road","Hilltop Hoods",18,153,0,0.000127892954213055,5,0
2006,"The Healing","Strange Fruit Project",10,45,2,0.000127892954213055,2,0
2006,"The Same Channel","Fat Jon",12,66,14,0.000127892954213055,1,0
2006,"The Society of Invisibles","The Society of Invisibles",11,55,0,0.000127892954213055,3,0
2006,"There's Something About Remy: Based on a True Story","Remy Ma",18,153,0,0.000304274847227305,6,4
2006,"Thru","Thavius Beck",16,120,3,0.000127892954213055,1,0
2006,"Timeless","Sergio Mendes",17,136,19,0.00104632247336942,10,9
2006,"Top of the Line","Tito ""El Bambino"" El Patrón",13,78,0,0.000376466676981617,5,7
2006,"Use Your Confusion","Juggaknots",10,45,0,0.000149634756429275,2,1
2006,"Webstar Presents: Caught in the Web","Webstar",13,78,0,0.000127892954213055,1,0
2006,"Who Needs Actions When You Got Words","Plan B",22,231,5,0.000165337169140989,8,2
2006,"With Voices","Ammoncontact",11,55,0,0.000127892954213055,1,0
2006,"Wood Work","Da BackWudz",18,153,0,0.000127892954213055,3,0
2006,"Wooden Tongues","Curse ov Dialect",12,66,1,0.000127892954213055,2,0
2006,"Young Prince of tha South","J Xavier",14,91,0,0.000127892954213055,2,0
2006,"YoYoYoYo","Spank Rock",13,78,0,0.000127892954213055,17,0
2007,"11:11","Mac Lethal",11,55,0,0.000127892954213055,1,0
2007,"51/50 Ratchet","Hurricane Chris",15,105,0,0.000127892954213055,5,0
2007,"A Chaque Frère","Youssoupha",22,231,2,0.000127892954213055,1,0
2007,"Abandoned Language","Dälek",11,55,0,0.000149634756429275,4,1
2007,"AfroFlow","Mike-E",11,55,0,0.000127892954213055,2,0
2007,"All Good Things","Pacha Massive",11,55,0,0.000127892954213055,3,0
2007,"Aller-Retour","La Fouine",24,276,6,0.000127892954213055,2,0
2007,"American Me","Access Immortal",25,300,6,0.000127892954213055,2,0
2007,"Aspettando il Sole","Neffa",2,1,0,0.000127892954213055,3,0
2007,"Based Boys","The Pack",9,36,0,0.000127892954213055,3,0
2007,"Batterie","Omni",20,190,0,0.000127892954213055,3,0
2007,"Below the Heavens","Blu & Exile",13,78,0,0.000127892954213055,2,0
2007,"Bobolink Cove","Muck Sticky",17,136,4,0.000127892954213055,1,0
2007,"City Cobra","Chakuza",10,45,1,0.000127892954213055,1,0
2007,"Cry Now L.A.F. Later","Jozeemo",14,91,1,0.000127892954213055,1,0
2007,"Deep Hearted","Strong Arm Steady",18,153,0,0.000127892954213055,2,0
2007,"Emergency Powers","Super Chron Flight Brothers",11,55,0,0.000127892954213055,3,0
2007,"Epiphany","T-Pain",15,105,0,0.000363429144888766,15,4
2007,"Extra Credit","Theory Hazit",19,171,21,0.000127892954213055,3,0
2007,"Free Agent","Skipp Whitman",17,136,0,0.000127892954213055,1,0
2007,"Ghetto Reality in Texas","Grit Boys",10,45,0,0.000127892954213055,1,0
2007,"God Damn It","Petter",9,36,0,0.000127892954213055,4,0
2007,"God Walk on Water","Killa Sha",18,153,0,0.000127892954213055,5,0
2007,"Hood Is Back","J-Hood",12,66,0,0.000127892954213055,3,0
2007,"Hood Nigga Diaries","Gorilla Zoe",16,120,0,0.000127892954213055,12,0
2007,"Hood Treason","Nyoil",20,190,0,0.000127892954213055,3,0
2007,"Hot 2 Def","Unladylike",13,78,0,0.000127892954213055,9,0
2007,"I","Cilvaringz",15,105,0,0.000127892954213055,3,0
2007,"I Predict a Riot","Hezekiah",28,378,3,0.000127892954213055,1,0
2007,"I'll Sleep When You're Dead","El-P",21,210,9,0.000127892954213055,19,0
2007,"Iller Than Theirs","Iller Than Theirs",10,45,0,0.000127892954213055,1,0
2007,"Indictment Paper","Blood Raw",14,91,0,0.000127892954213055,3,0
2007,"Känslan Kommer Tillbaks","Mange Schmidt",18,153,13,0.000127892954213055,1,0
2007,"King Vision","Grand Buffet",17,136,4,0.000127892954213055,8,0
2007,"Lifestyle Marketing","Thes One",11,55,0,0.000127892954213055,1,0
2007,"Like a Thief in the Night","Amir Sulaiman",17,136,0,0.000127892954213055,4,0
2007,"Look What You Made Me","Yung Berg",10,45,0,0.000127892954213055,9,0
2007,"Mike & The Fat Man LP","iCON the Mic King",15,105,0,0.000127892954213055,3,0
2007,"Moments in Movement","Macromantics",11,55,0,0.000127892954213055,2,0
2007,"Music Is My Savior","Mims",12,66,0,0.000127892954213055,7,0
2007,"Neighborhood Rapstar","2XL",16,120,1,0.000127892954213055,3,0
2007,"Never Forget: A Journey of Revelations","Dr. Cornel West",13,78,10,0.000127892954213055,1,0
2007,"No Average Jo","PJo",16,120,1,0.000127892954213055,1,0
2007,"Notebook Paper","Huey",16,120,0,0.000127892954213055,2,0
2007,"Oberoendeframkallande","Timbuktu",11,55,0,0.000127892954213055,1,0
2007,"Off the Credenza","Artfull Dodgers",13,78,0,0.000127892954213055,8,0
2007,"Omega Point","Red Ants",15,105,6,0.000127892954213055,1,0
2007,"Panic Prevention","Jamie T.",14,91,1,0.000164129291240088,11,1
2007,"Perfect Timin'","V-White",26,325,15,0.000127892954213055,3,0
2007,"Pick Your Poison: The Mark of the East","Poison Pen",12,66,0,0.000127892954213055,1,0
2007,"Poly.Sci.187","Sole",10,45,2,0.000127892954213055,2,0
2007,"Port Authority","Marco Polo",29,406,12,0.000127892954213055,3,0
2007,"Psychostar World","Kamini",13,78,0,0.000127892954213055,1,0
2007,"Rap Music","Brother Reade",13,78,0,0.000127892954213055,1,0
2007,"Riding High","Keelay & Zaire",15,105,0,0.000127892954213055,3,0
2007,"Rockstar Mentality","Shop Boyz",16,120,0,0.000127892954213055,2,0
2007,"Romance Ain't Dead","Kid Acne",11,55,0,0.000127892954213055,2,0
2007,"Sabotage Gigante","Rob Sonic",10,45,0,0.000127892954213055,3,0
2007,"Sean Kingston","Sean Kingston",13,78,0,0.000127892954213055,11,0
2007,"Serve & Collect","Boss Hogg Outlawz",21,210,1,0.000127892954213055,1,0
2007,"Show and Prove","Wiz Khalifa",12,66,0,0.000403289115618502,8,5
2007,"Sip & Lean","Big Nik",10,45,0,0.000127892954213055,1,0
2007,"Songs About Girls","will.i.am",11,55,0,0.000127892954213055,9,0
2007,"Souljaboytellem.com","Soulja Boy Tell Em",16,120,0,0.000127892954213055,13,0
2007,"Spell My Name Right","Statik Selektah",21,210,0,0.000127892954213055,6,0
2007,"Starlight's Rhapsody","Pryde Messiah",16,120,0,0.000127892954213055,3,0
2007,"Stereotypez","Special Teamz",15,105,0,0.000127892954213055,1,0
2007,"Stick to the Script","Grand Daddy I.U.",14,91,1,0.00015507020698333,5,1
2007,"Straight Talk on Raising Kids","Electric Laser People",16,120,4,0.000127892954213055,4,0
2007,"Supply & Demand","Playaz Circle",11,55,0,0.000179288158896396,3,2
2007,"Sweep the Leg","Hangar 18",12,66,3,0.000127892954213055,1,0
2007,"Terra-Fied","Lady Te",16,120,0,0.000127892954213055,5,0
2007,"The Black & White Album","Imani Coppola",11,55,0,0.000236601965294153,7,1
2007,"The Hollywood Recordings","Sa-Ra",18,153,1,0.0011334513067132,5,13
2007,"The Lady Day Experience","Lady Day",18,153,9,0.000127892954213055,1,0
2007,"The Man, The Myth, The Legacy","Lord Infamous",12,66,0,0.000164129291240088,2,1
2007,"The Manhattan Project","Charlie Manhattan",12,66,1,0.000127892954213055,3,0
2007,"The Real Testament","Plies",17,136,0,0.000127892954213055,9,0
2007,"The Talented Timothy Taylor","Wise Intelligent",13,78,0,0.000127892954213055,3,0
2007,"The Tonite Show","DJ Fresh",26,325,20,0.000127892954213055,3,0
2007,"The Weatherman LP","Evidence",10,45,0,0.000127892954213055,2,0
2007,"Timbervision","The National Parcs",20,190,18,0.000127892954213055,1,0
2007,"Time for a Change","Cupid",15,105,0,0.000127892954213055,1,0
2007,"Training Day","Away Team",18,153,1,0.000127892954213055,2,0
2007,"Trapped Under an Ohio Sky","MC Homeless",11,55,0,0.000127892954213055,4,0
2007,"True Stories","Kruse",14,91,0,0.000127892954213055,3,0
2007,"Units in the City","Shawty Lo",14,91,0,0.00015507020698333,2,1
2007,"Vermilion","Moka Only",4,6,0,0.000127892954213055,2,0
2007,"VYP: Voice of the Young People","Lil Mama",17,136,0,0.000127892954213055,5,0
2007,"West Coast Vaccine (The Cure)","Turf Talk",9,36,0,0.000127892954213055,1,0
2007,"Wow That's What I Call Gutter Music, Vol. 1","Aaron LaCrate",8,28,0,0.000127892954213055,1,0
2008,"All On Y'all","Jib Kidder",12,66,2,0.000127892954213055,6,0
2008,"Angles","dan le sac Vs Scroobius Pip",19,171,16,0.000127892954213055,1,0
2008,"Atlanta Dope Boy","Rocko",12,66,0,0.000127892954213055,1,0
2008,"Black Diamond","Buraka Som Sistema",11,55,0,0.000127892954213055,5,0
2008,"Brokelore","Grip Grand",16,120,0,0.000127892954213055,2,0
2008,"Clipse Presents: Re-Up Gang","Re-Up Gang",16,120,0,0.000127892954213055,9,0
2008,"Conspiracy of Silence","Randam Luck",10,45,0,0.000145331691407315,3,1
2008,"Cosmos","Skatebård",16,120,0,0.000127892954213055,3,0
2008,"Culcha Candela Live","Culcha Candela",14,91,0,0.000127892954213055,1,0
2008,"El Fenómeno","Arcángel",9,36,0,0.000127892954213055,8,0
2008,"Empire State","Mighty Joseph",15,105,1,0.000127892954213055,4,0
2008,"En Boca De Tantos","Porta",19,171,0,0.000127892954213055,2,0
2008,"Excuse Me, This Is the Yah Mos Def","The YMD",25,300,1,0.000127892954213055,2,0
2008,"Feature Presentation","Kutt Calhoun",24,276,0,0.000127892954213055,1,0
2008,"Fight with Tools","Flobots",13,78,0,0.000146011122726572,6,1
2008,"Futuristically Speaking... Never Be Afraid","Yo Majesty",23,253,3,0.000127892954213055,12,0
2008,"Gas Nation","J. Stalin",15,105,0,0.000127892954213055,1,0
2008,"Grey Hairs","Reks",19,171,0,0.000127892954213055,3,0
2008,"Gutta","Ace Hood",11,55,0,0.000127892954213055,5,0
2008,"If Tomorrow Comes...","Maino",13,78,0,0.000127892954213055,2,0
2008,"In the City","Kevin Rudolf",11,55,0,0.000127892954213055,7,0
2008,"Indestructible","Ruste Juxx",15,105,0,0.000127892954213055,2,0
2008,"It Is What It Is","ABN",15,483,0,0.000127892954213055,1,0
2008,"Junkyard Waltz","Freekbass",14,91,2,0.000127892954213055,7,0
2008,"Lemurian","Lone",14,91,20,0.000127892954213055,4,0
2008,"Let'emknow","LMNO",17,136,0,0.000127892954213055,2,0
2008,"Magic Monday","Michna",18,153,9,0.000127892954213055,1,0
2008,"Mail on Sunday","Flo Rida",19,171,0,0.000127892954213055,17,0
2008,"Masacre Musical","De la Ghetto",18,153,2,0.000127892954213055,2,0
2008,"Meeting of the Minds","Eric Bobo",7,21,0,0.000152239921542845,5,1
2008,"My Turn to Eat","Big Kuntry King",17,136,0,0.000127892954213055,7,0
2008,"Nightlife","Metermaids",12,66,0,0.000127892954213055,4,0
2008,"No Introduction","Tyga",12,66,0,0.000127892954213055,4,0
2008,"Ode to the Ghetto","Guilty Simpson",12,66,0,0.000127892954213055,11,0
2008,"Pony Down (Prelude)","Drive By",15,105,0,0.000127892954213055,2,0
2008,"Rap Beats, Vol. 1","Samiyam",15,105,7,0.000127892954213055,2,0
2008,"Ride Through the Country","Colt Ford",13,78,0,0.00015507020698333,7,1
2008,"Shine","Estelle",15,105,0,0.000236601965294153,5,1
2008,"Shwayze","Shwayze",12,66,4,0.000127892954213055,10,0
2008,"Snoop Dogg Presents Dubb Union","Dubb Union",16,120,0,0.000127892954213055,5,0
2008,"Soap Box","R-Swift",11,55,0,0.000127892954213055,3,0
2008,"Soul Movement, Vol. 1","Slakah the Beatchild",14,91,3,0.000127892954213055,4,0
2008,"Street Cinema","Ransom",17,136,0,0.000127892954213055,5,0
2008,"Tell Me Something","Connie Price & the Keystones",10,45,0,0.000127892954213055,5,0
2008,"The 3rd World","Immortal Technique",13,78,0,0.000127892954213055,14,0
2008,"The Construction","Soul Purpose",12,66,0,0.000127892954213055,5,0
2008,"The Death of Adam","88-Keys",9,36,0,0.000127892954213055,1,0
2008,"The Formula","9th Wonder",16,120,0,0.000200106797288356,3,3
2008,"The Gathering","The Living Legends",17,136,0,0.000567421780839779,7,10
2008,"The Land of the Lost","J*Davey",17,136,8,0.000236601965294153,3,1
2008,"The Movement","D.I.T.C.",16,120,0,0.000664856053520556,6,9
2008,"The Truth","Cherish",17,136,1,0.000127892954213055,9,0
2008,"The Wonder Years","Ron Browz",15,105,0,0.000127892954213055,8,0
2008,"To Serve with Love","Black Spade",17,136,1,0.000127892954213055,6,0
2008,"Tonite Show with Mistah Fab, Pt. 2: The Sequal","Mistah F.A.B.",12,66,0,0.000127892954213055,2,0
2008,"Troublemakers","Breez Evahflowin",10,45,0,0.000127892954213055,7,0
2008,"True Hollywood Squares","Kail",14,91,2,0.000127892954213055,4,0
2008,"Ultra Sounds of a Renaissance Child","Hell Razah",12,66,0,0.000127892954213055,1,0
2008,"Uncle B","N-Dubz",16,120,58,0.000127892954213055,5,0
2008,"Vitiligo","Krizz Kaliko",15,105,0,0.000127892954213055,1,0
2008,"Want","3OH!3",19,171,0,0.000127892954213055,6,0
2008,"Welcome","James Pants",17,136,5,0.000127892954213055,2,0
2008,"White Van Music","Jake One",14,91,0,0.000172463648756305,1,1
2008,"Worth the Weight","Winnie Coopers",13,78,0,0.000127892954213055,2,0
2008,"Yancey Boys","Illa J",13,78,2,0.000127892954213055,2,0
2008,"Yesterday, Today & Tomorrow","K-the-I???",15,105,0,0.000127892954213055,3,0
2009,"21 and Up","Lil' Ru",15,105,0,0.000127892954213055,6,0
2009,"Ali'yah","D. Black",13,78,3,0.000127892954213055,2,0
2009,"American Underdog","Big B",16,120,0,0.000127892954213055,6,0
2009,"Back 2 Bizness","Yung Ralph",11,55,0,0.000127892954213055,1,0
2009,"Ballon d'Or","Sinik",15,105,0,0.000127892954213055,1,0
2009,"Bill Cosby Presents: The Cosnarati State of Emergency","Bill Cosby",13,78,21,0.00121838022162031,6,10
2009,"Blaqprint","Blaq Poet",18,153,2,0.000689200041795682,9,8
2009,"Boulevard Oldie Jams","Malow Mac",12,66,0,0.000127892954213055,3,0
2009,"Da Problem (How's My Rapping?)","Young Problemz",9,36,0,0.000127892954213055,3,0
2009,"Dark Touches","Har Mar Superstar",17,136,7,0.000127892954213055,5,0
2009,"Dorrough Music","Dorrough",18,153,7,0.000127892954213055,8,0
2009,"Echo Party","Edan",31,465,4,0.000127892954213055,1,0
2009,"Eviction Notice: Final Call","Yung Redd",12,66,0,0.000127892954213055,1,0
2009,"Fabriclive.45","A-Trak",17,136,0,0.000286859294091304,8,4
2009,"Fast & Furious [Original Motion Picture Soundtrack]","Brian Tyler",11,55,0,0.000127892954213055,3,0
2009,"Felt 3: A Tribute to Rosie Perez","Felt",20,190,20,0.000127892954213055,1,0
2009,"For Corners","Diego Bernal",21,210,1,0.000127892954213055,3,0
2009,"Futuristic Leland","Yung L.A.",12,66,0,0.000127892954213055,6,0
2009,"Georgiavania","Willie Isz",11,55,0,0.000127892954213055,4,0
2009,"Jerusalaam Come","Juice Aleem",17,136,0,0.000127892954213055,7,0
2009,"Man on the Moon: The End of Day","Kid Cudi",14,91,1,0.000687744361280705,10,10
2009,"Monkey Hustle...Return of the King","Da Unda Dogg",14,91,1,0.000127892954213055,2,0
2009,"Pt. 50","OJ da Juiceman",8,28,0,0.000127892954213055,8,0
2009,"Self Explanatory","Classified",11,55,0,0.000127892954213055,6,0
2009,"Skinny Jeanz and a Mic","New Boyz",14,91,0,0.000127892954213055,5,0
2009,"Skull Gang","Skull Gang",15,105,0,0.000127892954213055,5,0
2009,"Southern Gothic","The Constellations",10,45,0,0.000127892954213055,4,0
2009,"Speech Therapy","Speech Debelle",16,120,7,0.000127892954213055,8,0
2009,"Terradactyl","Serengeti & Polyphonic",16,120,6,0.000127892954213055,3,0
2009,"Tha Connect","Willy Northpole",19,171,3,0.000127892954213055,9,0
2009,"The Apartment","Dynas",16,120,0,0.000127892954213055,4,0
2009,"The Free Houdini","Themselves",16,120,7,0.000127892954213055,8,0
2009,"The Great Depression","Stat Quo",12,66,8,0.000127892954213055,2,0
2009,"The Nutcracker Suite","The Conscious Daughters",16,120,0,0.000127892954213055,1,0
2009,"The Salvation","Skyzoo",12,66,0,0.000127892954213055,10,0
2009,"The Spirit of Apollo","N.A.S.A.",14,91,0,0.000127892954213055,9,0
